أقرب	اقرب
محل	محل
صبابيط	صبابيط
عندك	عندك
عين	عين
للفن	للفن
عمتاخد	عم تاخذ
أي	اي
دوا	دوا
تاني	ثاني
العفو	العفو
بفضل	بافضل
مقعد	مقعد
بالممر	بالممر
عندك	عندك
جزدان	جزدان
بيلبق	بيلبق
معو	معه
كتير	كثير
ضيق	ضيق
هون	هون
مرحبا	مرحبا
هون	هون
الأوضة	الاوضة
تناعش	اثناعش
أربعة	اربعة
وتلاتين	وثلاثين
إسمي	اسمي
أودا	اودا
بدي	بدي
إتصال	اتصال
توعاية	توعاية
عالستة	عالستة
الصبح	الصبح
بكرا	بكرة
عمول	اعمول
معروف	معروف
إنت	انت
عضو	عضو
بالنادي	بالنادي
المنتشر	المنتشر
تبعنا	تبعنا
استأجرسيارة	استأجرسيارة
مش	مش
عم	عم
فيي	فيي
قول	قول
اللي	اللي
عمتقولو	عمتقوله
عندك	عندك
وجع	وجع
راس	راس
فيك	فيك
تاخدني	تاخذني
عأقرب	عاقرب
محطة	محطة
إيه	ايه
عندي	عندي
فيك	فيك
تعطيني	تعطيني
شي	شي
جريدة	جريدة
أو	او
مجلة	مجلة
بدي	بدي
كتاب	كتاب
قواعد	قواعد
في	في
ملعب	ملعب
تينيس	تنس
قريب	قريب
من	من
هون	هون
أمتين	امتين
اليابان	اليابان
بيحتفل	بيحتفل
ببراعم	ببراعم
الكرز	الكرز
بيتحولهن	بتحولهن
لزهور	لزهور
إيه	ايه
عملنا	عملنا
رح	رح
إرجع	ارجع
معو	معه
شو	شو
بدك	بدك
عليه	عليه
هالنوع	هالنوع
من	من
البرنيطة	البرنيطة
مبين	مبين
إنو	انه
بالموضة	بالموضة
بفتكر	بافتكر
رح	رح
إشتري	اشتري
وحدة	واحدة
كمان	كمان
كيف	كيف
بدك	بدك
فاتورتك	فاتورتك
فاتح	فاتح
هلأ	هلق
شو	شو
المعارض	المعارض
الرئيسية	الرئيسية
بهالكاليري	بهالغاليري
نحنا	نحنا
رح	رح
نقلع	نقلع
قريبا	قريبا
واو	واو
شو	شو
هالوجبة	هالوجبة
الكبيرة	الكبيرة
أي	اي
طريق	طريق
تران	تران
ميلانو	ميلانو
بيفل	بيفل
منا	منها
عمول	اعمول
معروف	معروف
قلي	قل لي
كيف	كيف
بعمل	باعمل
مكالمة	مكالمة
دولية	دولية
فيي	فيي
إحمل	احمل
شنطاتي	شنطاتي
عالمتن	عالمتن
ميزانيتي	ميزانيتي
خمسين	خمسين
دولار	دولار
رح	رح
أوصلك	اوصلك
بإستاذ	باستاذ
سوزوكي	سوزوكي
هالسن	هالسن
انكسر	انكسر
أنا	انا
كمان	كمان
فكرت	فكرت
إنو	انه
فيم	فيك
تساعدني	تساعدني
إكتشف	اكتشف
القائمة	القائمة
لازم	لازم
لفو	لفه
بتاخد	بتاخذ
حوالي	حوالي
تلات	ثلاث
ساعات	ساعات
للروحة	للروحة
عالمكتب	عالمكتب
والرجعة	والرجعة
عندي	عندي
بطاقة	بطاقة
على	على
ديترويت	ديترويت
اللي	اللي
بتمشي	بتمشي
عالحدعش	عالحدعش
الصبح	الصبح
حفلة	حفلة
من	من
أربعة	اربعة
عالسبعة	عالسبعة
ونص	ونص
عشية	عشية
تحت	تحت
أي	اي
إسم	اسم
بتحب	بتحب
هيدا	هيدا
بدي	بدي
غير	غير
طلبي	طلبي
خمسة	خمسة
وعشرين	وعشرين
دولار	دولار
بتتضمن	بتتضمن
سعر	سعر
الباص	الباص
مرشد	مرشد
ورسم	ورسم
الدخول	الدخول
أياها	اياها
بتفتكر	بتفتكر
بتروح	بتروح
مع	مع
هيدا	هيدا
إيه	ايه
عمنبش	عم نبش
عفستان	عفستان
يسلمو	يسلموا
كتير	كثير
لإنك	لانك
وصلتني	وصلتني
لهون	لهون
بعد	بعد
ساعات	ساعات
عنجد	عن جد
بقدر	باقدر
مساعدتك	مساعدتك
المفروض	المفروض
إنو	انه
تدفى	تدفا
أكتر	اكثر
هالليلة	هالليلة
وين	وين
المقبرة	المقبرة
هيدا	هيدا
مشوه	مشوه
عن	عن
طريق	طريق
البريد	البريد
البحري	البحري
خطر	خطر
إذا	اذا
ما	ما
أخدت	اخذت
تاكسي	تاكسي
بالرجعة	بالرجعة
عالأوتيل	عالاوتيل
رح	رح
نوصل	نوصل
عالوقت	عالوقت
بدي	بدي
شوية	شوية
تغيير	تغيير
قيك	فيك
تحكي	تحكي
عمهلك	عمهلك
عمول	اعمول
معروف	معروف
عمنبش	عم نبش
على	على
شال	شال
حرير	حرير
بدي	بدي
فل	فل
عالسبعة	عالسبعة
بكرا	بكرة
الصبح	الصبح
منشان	منشان
هيك	هيك
بدي	بدي
فاتورتي	فاتورتي
هلأ	هلق
في	فيه
أربع	اربع
فصول	فصول
متميزة	متميزة
رح	رح
تاخد	تاخذ
حوالي	حوالي
تسعة	تسعة
وتسعين	وتسعين
يوم	يوم
لإعادة	لاعادة
إصدار	اصدار
بطاقة	بطاقة
عمول	اعمول
معروف	معروف
كتوب	اكتوب
تحت	تحت
إسم	اسم
الأوتيل	الاوتيل
تبعك	تبعك
ورقمك	ورقمك
عهالورقة	عهالورقة
لنقدر	لنقدر
ندقلك	ندق لك
رح	رح
تروح	تروح
عالمدرسة	عالمدرسة
بدي	بدي
خيمة	خيمة
الساعة	الساعة
وحدة	واحدة
وأربع	واربع
دقايق	دقايق
بعد	بعد
الضهر	الظهر
عالمشتريات	عالمشتريات
اللي	اللي
بتزيد	بتزيد
فوق	فوق
التسعة	التسعة
وتسعين	وتسعين
دولار	دولار
فيك	فيك
تستعمل	تستعمل
نظام	نظام
الإعفاء	الاعفاء
من	من
الجمارك	الجمارك
فهمت	فهمت
فإذا	فاذا
بطاقتين	بطاقتين
روحة	روحة
رجعة	رجعة
على	على
سان	سان
دييغو	دييغو
عمول	اعمول
معروف	معروف
هني	هن
تمام	تمام
للبحر	للبحر
من	من
ورا	ورا
العاصفة	العاصفة
التلجية	الثلجية
الطيران	الطيران
الكندي	الكندي
الرحلة	الرحلة
صفر	صفر
تنين	اثنين
واحد	واحد
تأجلت	تأجلت
رح	رح
إقدر	اقدر
جيب	جيب
كل	كل
شي	شي
موجود	موجود
عاللايحة	عاللايحة
من	من
السوبرماركت	السوبر ماركت
أو	او
لازم	لازم
روح	روح
كمان	كمان
عالصيدلية	عالصيدلية
وين	وين
المعرض	المعرض
أدي	قديه
وقت	وقت
بياخد	بياخذ
بالبريد	بالبريد
البحري	البحري
بدي	بدي
غير	غير
رحلتي	رحلتي
حابب	حابب
إخد	آخذ
درس	درس
بالتزلج	بالتزلج
لشخص	لشخص
واحد	واحد
فينا	فينا
نلعب	نلعب
مع	مع
هالصبابيط	هالصبابيط
أخد	اخذ
جزداني	جزداني
شو	شو
لازم	لازم
إتوقع	اتوقع
إلبس	البس
أكيد	اكيد
وعمول	واعمول
معروف	معروف
وصل	وصل
أحر	احر
تمنياتي	تمنياتي
لمدام	لمدام
كوك	كوك
اللي	اللي
أخدت	اخذت
كتير	كثير
من	من
المبادرات	المبادرات
المنيحة	المنيحة
خلال	خلال
إجتماعنا	اجتماعنا
عندك	عندك
أي	اي
إقامة	اقامة
متوفرة	متوفرة
بهالسعر	بهالسعر
من	من
الشمال	الشمال
هيدي	هيدي
بتبين	بتبين
الوقت	الوقت
اللازم	اللازم
للتصنيع	للتصنيع
إسقاط	اسقاط
التكلفة	التكلفة
والمخاطر	والمخاطر
المالية	المالية
عنا	عننا
بس	بس
قياس	قياس
تماني	ثماني
هلأ	هلق
أنا	انا
بس	بس
عمبقطع	عم باقطع
بدي	بدي
واحد	واحد
قوي	قوي
فيك	فيك
تساعدني	تساعدني
إخد	آخذ
بطاقات	بطاقات
هالقهوة	هالقهوة
كتير	كثير
قوية	قوية
فيك	فيك
تعطيني	تعطيني
بنج	بنج
تطلعت	تطلعت
منيح	منيح
بالمشتبه	بالمشتبه
فيه	فيه
بدي	بدي
تياب	ثياب
داخلية	داخلية
الطبق	الطبق
الرئيسي	الرئيسي
مزيج	مزيج
من	من
اللحم	اللحم
البقر	البقر
المشوي	المشوي
وسرطان	وسرطان
البحر	البحر
أي	اي
طريق	طريق
التران	التران
تبع	تبع
بوسطن	بوسطن
بيبلش	بيبلش
منا	منها
رح	رح
ناكل	ناكل
سوا	سوا
فعمول	فاعمول
معروف	معروف
جيب	جيب
شوكة	شوكة
زيادة	زيادة
بأوتيل	باوتيل
هاليكولاني	هاليكولاني
شو	شو
سعر	سعر
أجار	اجار
التلفون	التلفون
الخليوي	الخليوي
وجهاز	وجهاز
النداء	النداء
عمتاخد	عم تاخذ
طلبات	طلبات
للعشا	للعشا
بعدك	بعدك
طاولة	طاولة
شباك	شباك
عمول	اعمول
معروف	معروف
فيك	فيك
تفرجيني	تفرجيني
الواحد	الواحد
اللي	اللي
عالطاولة	عالطاولة
ما	ما
عندك	عندك
فواتير	فواتير
أزغر	اصغر
فينا	فينا
ناخد	ناخذ
منفضة	منفضة
عمول	اعمول
معروف	معروف
بدي	بدي
مسكن	مسكن
فيك	فيك
تدق	تدق
لشركة	لشركة
تأمين	تأمين
بطاقة	بطاقة
طالب	طالب
وحدة	واحدة
عمول	اعمول
معروف	معروف
عمول	اعمول
معروف	معروف
كتوب	اكتوب
رسالة	رسالة
بمجرد	بمجرد
وصولك	وصولك
بعتذر	باعتذر
شوف	شوف
رح	رح
إدفع	ادفع
عكل	عكل
شي	شي
بس	بس
ما	ما
تدق	تدق
للشرطة	للشرطة
بيي	بيي
رح	رح
يقتلني	يقتلني
عجل	عجل
عن	عن
اذنك	اذنك
فيك	فيك
تدلني	تدلني
عالمحطة	عالمحطة
بدي	بدي
شوف	شوف
الجبال	الجبال
صرف	صرف
هيدي	هيدي
للبيزيتا	للبيزيتا
عمول	اعمول
معروف	معروف
لاء	لاء
بس	بس
عنا	عننا
حكيم	حكيم
بيفهم	بيفهم
الياباني	الياباني
كتير	كثير
منيح	منيح
منشان	منشان
هيك	هيك
مافي	مافيه
مشكلة	مشكلة
أبدا	ابدا
فرجيني	فرجيني
جدول	جدول
المواعيد	المواعيد
عمول	اعمول
معروف	معروف
بتعرفلك	بتعرف لك
شي	شي
حكما	حكما
بيحكوا	بيحكوا
ياباني	ياباني
مش	مش
مصدق	مصدق
إنو	انه
لازم	لازم
إرجع	ارجع
عاليابان	عاليابان
بتمنى	باتمنى
لو	لو
فيي	فيي
إبقى	ابقى
أكتر	اكثر
بيشتهر	بيشتهر
بالمحيط	بالمحيط
الحلو	الحلو
مستعد	مستعد
إنك	انك
تضرب	تضرب
السعر	السعر
نزول	نزول
للسبعة	للسبعة
دولار	دولار
حضرت	حضرت
اللعبة	اللعبة
اليانكيز	اليانكيز
ربحوا	ربحوا
لاء	لاء
يسلمو	يسلموا
فيي	فيي
لاقيه	لاقيه
بنفسي	بنفسي
فيك	فيك
تقلي	تقل لي
برامج	برامج
التلفزيون	التلفزيون
لليوم	لليوم
على	على
أي	اي
إذاعة	اذاعة
الفيلم	الفيلم
شو	شو
الكوكتيل	الكوكتيل
المميز	المميز
تبعك	تبعك
هيدا	هيدا
كان	كان
معروف	معروف
بين	بين
الألف	الالف
وتسعمية	وتسعمية
وأربعين	واربعين
للألف	للالف
وتسعمية	وتسعمية
وستين	وستين
عندك	عندك
خرمى	خرما
فيي	فيي
إسأل	اسأل
عن	عن
وقت	وقت
الفلة	الفلة
من	من
هون	هون
فهمت	فهمت
خليني	خليني
إتأكد	اتأكد
من	من
كتابي	كتابي
عندي	عندي
إفتتاح	افتتاح
هالجمعة	هالجمعة
بتفضل	بتفضل
الصبح	الصبح
أو	او
بعد	بعد
الضهر	الظهر
بعتذر	باعتذر
ما	ما
معي	معي
كفاية	كفاية
هلأ	هلق
أوك	اوك
خلينا	خلينا
نعملا	نعملها
إنت	انت
جاهز	جاهز
هيدا	هيدا
كوارتز	كوارتز
أه	آه
لازم	لازم
جيب	جيب
معجون	معجون
سنان	اسنان
كمان	كمان
رقم	رقم
التلفون	التلفون
واحد	واحد
تنين	اثنين
تلاتة	ثلاثة
أربعة	اربعة
خمسة	خمسة
ستة	ستة
بتحب	بتحب
سمك	سمك
أو	او
لحم	لحم
بقر	بقر
فيك	فيك
تشوف	تشوف
هالرسم	هالرسم
البياني	البياني
لإختبار	لاختبار
البصر	البصر
عمول	اعمول
معروف	معروف
طلعلي	طلع لي
قنينة	قنينة
وحدة	واحدة
من	من
الماي	الماي
المعدنية	المعدنية
من	من
البراد	البراد
ما	ما
كان	كان
بدي	بدي
هيدا	هيدا
فهمت	فهمت
مبين	مبين
منيح	منيح
بس	بس
منو	مانه
شوي	شوي
غالي	غالي
أدي	قديه
حقو	حقو
لليلة	لليلة
هوي	هو
هش	هش
أو	او
قابل	قابل
للكسر	للكسر
يسلمو	يسلموا
لشرح	لشرح
كل	كل
هيدا	هيدا
إلي	الي
ما	ما
عندي	عندي
حركة	حركة
مصارين	مصارين
من	من
تلات	ثلاث
تيام	ايام
بيعتمد	بيعتمد
إذا	اذا
كان	كان
عندك	عندك
أو	او
لاء	لاء
شي	شي
تعلنو	تعلنه
مانشستر	مانشستر
إذا	اذا
بتريد	بتريد
هيدا	هيدا
الوصل	الوصل
تبعي	تبعي
للدفعة	للدفعة
عمول	اعمول
معروف	معروف
فرجيني	فرجيني
ليش	ليش
منتج	منتج
أ	ا
حافظ	حافظ
على	على
حصتو	حصته
الكبيرة	الكبيرة
بأخر	بآخر
خمس	خمس
سنين	سنين
أي	اي
ساعة	ساعة
أخر	آخر
تران	تران
بيفل	بيفل
شو	شو
ما	ما
نقيت	نقيت
منيح	منيح
فيي	فيي
أطلب	اطلب
منك	منك
تدقلي	تدق لي
بعدين	بعدين
فيي	فيي
جرب	جرب
القياس	القياس
التاني	الثاني
الأكبر	الاكبر
فيك	فيي
إخد	آخذ
شوية	شوية
دوا	دوا
للمعدة	للمعدة
فيي	فيي
إخد	آخذ
حمالة	حمالة
شنطة	شنطة
بدي	بدي
إبعت	ابعث
برقية	برقية
هيدا	هيدا
لإنو	لانه
القرارات	القرارات
تاخدت	تاخذت
بشكل	بشكل
جماعي	جماعي
إذا	اذا
بشتري	باشتري
تنين	اثنين
أدي	قديه
رح	رح
تعملو	تعمله
بدك	بدك
شاي	شاي
هيدا	هيدا
أصلي	اصلي
بتخلوا	بتخلوا
شوية	شوية
مسكنات	مسكنات
للأوجاع	للاوجاع
بهالأوتيل	بهالاوتيل
بعتذر	باعتذر
ما	ما
فيي	فيي
فيي	فيي
بس	بس
وقف	وقف
عالأوتيلات	عالاوتيلات
المذكورة	المذكورة
هون	هون
شو	شو
رقم	رقم
البوابة	البوابة
خود	خوذ
هيداك	هيداك
المخرج	المخرج
هونيك	هونيك
وبروم	وابروم
عاليمين	عاليمين
عمول	اعمول
معروف	معروف
وين	وين
السلم	السلم
مافي	مافيه
أذى	اذى
مقصود	مقصود
عن	عن
اذنك	اذنك
بس	بس
بفتكر	بافتكر
إنك	انك
قاعد	قاعد
بمقعدي	بمقعدي
شو	شو
رقم	رقم
مقعدك	مقعدك
بفضل	بافضل
أوتوماتيك	اوتوماتيك
بدي	بدي
إخد	آخذ
الرحلة	الرحلة
التانية	الثانية
عبوسطن	عبوسطن
بدي	بدي
أعمل	اعمل
إتصال	اتصال
خارجي	خارجي
عاليابان	عاليابان
عمول	اعمول
معروف	معروف
مع	مع
كريمة	كريمة
وسكر	وسكر
عمول	اعمول
معروف	معروف
في	فيه
كازينو	كازينو
بالمدينة	بالمدينة
أنا	انا
جوعان	جوعان
فيي	فيي
إخد	آخذ
ويسكي	ويسكي
مع	مع
صودا	صودا
وبراندي	وبراندي
عمول	اعمول
معروف	معروف
جيبتي	جيبتي
نسرقت	انسرقت
حط	حط
مصرياتك	مصرياتك
محل	محل
ما	ما
تمك	تمك
موجود	موجود
عندك	عندك
أي	اي
جرايد	جرايد
يابانية	يابانية
فيي	فيي
فوت	فوت
إذا	اذا
بدك	بدك
خدمة	خدمة
نهار	نهار
واحد	واحد
خمسين	خمسين
بالمية	بالمية
زيادة	زيادة
رسوم	رسوم
رح	رح
تنضاف	تنضاف
عفاتورتك	عفاتورتك
هيدا	هيدا
الشي	الشي
تمام	تمام
في	فيه
ملصق	ملصق
ميكي	ميكي
ماوس	ماوس
عليه	عليه
عندي	عندي
صعوبة	صعوبة
إبعد	ابعد
عن	عن
رفيقي	رفيقي
عالطريق	عالطريق
فيي	فيي
إخد	آخذ
عشر	عشر
فواتير	فواتير
تبع	تبع
الدولار	الدولار
لهالعشرة	لهالعشرة
عمول	اعمول
معروف	معروف
بتشاركني	بتشاركني
بوجبة	بوجبة
خفيفة	خفيفة
هيي	هي
بقسم	بقسم
قانون	قانون
الضرايب	الضرايب
للشركات	للشركات
وين	وين
فيي	فيي
إشتري	اشتري
زي	زي
تقليدي	تقليدي
بتقبل	بتقبل
شيكات	شيكات
سياحية	سياحية
سيارة	سيارة
لغير	لغير
المدخنين	المدخنين
عمول	اعمول
معروف	معروف
عمول	اعمول
معروف	معروف
كتوب	اكتوب
تحت	تحت
عنوانك	عنوانك
الدايم	الدايم
نحنا	نحنا
مستعدين	مستعدين
نجاوبكم	نجاوبكم
دغري	دغري
على	على
أي	اي
إستفسارات	استفسارات
عنكن	عنكن
ياها	ياها
خليني	خليني
أقرا	اقرا
الرقم	الرقم
حسب	حسب
الشكل	الشكل
واحد	واحد
صفر	صفر
فاصلة	فاصلة
سبعة	سبعة
تسعة	تسعة
أربعة	اربعة
أنا	انا
هين	هين
شو	شو
حاسس	حاسس
بدك	بدك
تعمل	تعمل
بطارية	بطارية
خلية	خلية
ناشفة	ناشفة
لهالكاميرا	لهالكاميرا
عمول	اعمول
معروف	معروف
حجزت	حجزت
مقاعد	مقاعد
عالشباك	عالشباك
حوالي	حوالي
خمسمية	خمسمية
فرانك	فرانك
أو	او
مية	مية
دولار	دولار
أميركي	اميركي
أي	اي
ماركة	ماركة
تانية	ثانية
بأسفل	باسفل
الجنوب	الجنوب
لفة	لفة
وحدة	واحدة
من	من
فيلم	فيلم
أبيض	ابيض
وأسود	واسود
عشرين	عشرين
صورة	صورة
عمول	اعمول
معروف	معروف
بدي	بدي
عالأكتر	عالاكثر
فئة	فئة
الخمسة	الخمسة
جنيه	جنيه
عمول	اعمول
معروف	معروف
عن	عن
اذنك	اذنك
فيك	فيك
تقلي	تقل لي
كيف	كيف
بوصل	باوصل
عأقرب	عاقرب
بنك	بنك
فينا	فينا
نحطك	نحطك
عالتلاتة	عالثلاثة
بعد	بعد
الضهر	الظهر
اذا	اذا
بدك	بدك
تستأجر	تستأجر
شي	شي
معدات	معدات
إذا	اذا
بتريد	بتريد
تعا	تعا
عالنادي	عالنادي
التلاتة	الثلاثة
الا	الا
ربع	ربع
اجار	اجار
الباص	الباص
مية	مية
وتمانين	وثمانين
ين	ين
وين	وين
منطقة	منطقة
الشنط	الشنط
عن	عن
اذنك	اذنك
فيك	فيك
ترفع	ترفع
مقعدك	مقعدك
شوي	شوي
نهار	نهار
حلو	حلو
ما	ما
هيك	هيك
فيي	فيي
اخد	آخذ
علبتين	علبتين
هدايا	هدايا
انا	انا
من	من
اليابان	اليابان
رح	رح
شوف	شوف
للأسف	للاسف
ما	ما
عمبقدر	عم باقدر
لاقي	لاقي
اسمك	اسمك
اديه	قديه
بدا	بدها
تقريبا	تقريبا
لنوصل	لنوصل
لهونيك	لهونيك
فيي	فيي
اخد	آخذ
هالظرف	هالظرف
بياخد	بياخذ
يومين	يومين
لتلاتة	لثلاثة
بدي	بدي
لمبة	لمبة
لو	لو
سمحت	سمحت
شو	شو
الاعاقة	الاعاقة
لعندك	اللي عندك
اوه	اوه
أكيد	اكيد
خدو	خذه
عظيم	عظيم
هلق	هلق
انا	انا
عالشباك	عالشباك
اديه	قديه
بدا	بدها
بالباص	بالباص
كتار	كثار
مش	مش
عارف	عارف
اي	اي
واحد	واحد
نقي	نقي
لا	لا
انا	انا
بريد	بريد
جينز	جينز
وبدلات	وبدلات
ببناطلين	ببناطلين
بدي	بدي
